Order to Trade Ratio,Hit Ratio,Cancel to Trade Ratio,Commitment %,Zero-crossing %,Average Trade Size,Outstanding Volume,Trade Asymmetry,Aggression Asymmetry,Volume Asymmetry,Flat position despite of insignificant activity,Number of clients,Aggression,Speed of execution of trades,Net Profit,Score,Anomaly_Label
1220.2999,378.4652,115.6535,48.4061,47.6642,40095.9881,3612,1.9946,0.9276,78.1155,1,22815,0.4937,8587.4848,6970.8858,-0.045741573,-1
1849.0931,1315.1275,164.4596,78.5882,217.1886,3304.5924,7138,2.0079,0.0086,60.1826,1,34687,0.6206,1283.982,42050.2484,-0.031443288,-1
78.4045,3423.937,98.4721,1.3207,211.5265,22486.009,5101,1.0311,0.0563,83.3817,0,13169,0.2694,2928.4487,44845.5224,-0.013749409,-1
828.0068,2855.3606,9.044,58.2628,186.0535,18507.7988,7083,2.0949,0.5711,29.9335,1,32789,0.9071,7934.5204,87768.9964,0.012846802189186879,1
515.76,759.7032,216.3572,73.114,283.4327,55014.2598,8372,4.2804,0.3596,29.0216,0,1943,0.4202,75.9586,146644.5,-0.029583471,-1
1781.5336,1780.4276,249.2422,48.934,266.3922,11767.4731,3437,4.1499,0.6159,86.7203,0,1007,0.0162,4170.4949,17226.3339,-0.020625212,-1
1977.2944,3049.53,145.986,98.1855,276.0292,44592.4963,3379,2.4813,0.0769,61.8218,1,12665,0.6163,4630.5489,52211.2595,0.017771381,1
2018.6691,2809.2335,19.076,41.1729,289.3049,14345.9237,2539,4.074,0.7466,29.5283,0,36710,0.4808,1815.3207,93099.1851,0.01853392,1
3818.9248,3041.1696,110.4615,10.0952,40.6148,56176.8166,7473,4.6932,0.9941,54.2035,1,37007,0.9797,6463.5046,161170.7269,-0.070975552,-1
2002.0456,2550.9345,154.3876,79.643,246.806,11694.5181,2724,0.8834,0.5505,96.556,1,6254,0.8381,1325.0805,93616.0735,0.00498657,1
3234.3205,3372.8312,51.2397,2.1647,178.0163,5391.9321,2161,0.8914,0.9803,26.3399,0,42320,0.9962,1308.5068,113050.1846,-0.047936955,-1
450.6994,2183.7683,162.6962,20.2977,397.1244,9287.233,4358,0.1983,0.7658,42.8062,0,2401,0.5994,6773.5142,92394.2107,-0.037507885,-1
1417.0586,3231.1247,53.7688,89.3933,130.2013,16875.7017,5064,4.7434,0.6634,98.7778,1,23695,0.4912,8432.4026,118719.4932,-0.024340679,-1
3725.0871,2020.832,214.8579,40.4154,232.0704,19045.6995,8227,1.6365,0.4432,6.4935,1,25111,0.7993,7915.3156,82154.5727,-0.010571182,-1
2436.7732,2653.479,218.6297,78.8792,305.2191,50690.5748,7178,4.1457,0.7465,93.0691,0,29989,0.4983,1255.7561,154377.6141,-0.010429518,-1
4014.5449,494.4642,192.8287,76.1561,113.9017,50372.3727,7426,2.5843,0.9724,74.1234,0,1365,0.2425,7402.9756,56039.3742,-0.035976288,-1
948.8913,1592.0809,106.7733,53.8974,154.5728,2976.7941,2465,3.4962,0.4365,91.7622,1,12667,0.5117,6810.3035,148718.4398,-0.01459497,-1
771.9864,2035.5935,0.2865,80.6932,345.5308,10213.7398,8145,1.9903,0.7519,70.2629,1,25746,0.1405,1318.2796,61653.0317,-0.016823726,-1
178.3643,2880.0582,127.3083,87.6274,107.1295,33952.2257,9647,0.321,0.1057,0.8827,1,13160,0.2542,6975.4852,1207.9472,-0.032891059,-1
975.5059,1364.7757,267.627,25.0405,360.7958,41475.7799,5978,2.8063,0.1294,86.5287,1,40941,0.5954,5174.1127,127886.8574,-0.030635897,-1
3740.7767,3112.705,108.4905,97.6357,250.0714,41388.9704,7571,4.1741,0.4524,83.9193,0,8579,0.2496,7621.2795,122038.4052,-0.018673439,-1
1648.309,1203.0509,131.2566,88.9577,367.2715,22938.8033,9865,1.473,0.5142,64.0017,1,22412,0.4791,5352.1422,85146.9972,0.031607281141939336,1
3000.8737,810.041,184.37,39.5576,209.0053,35602.5689,5080,0.8864,0.5315,84.4241,1,19566,0.7273,8566.178,1046.2606,-0.01327496,-1
1430.5899,1895.8176,83.855,90.7085,333.0563,21491.7498,6174,0.632,0.8969,21.3282,1,6618,0.215,4059.9419,126236.9006,-0.024966509,-1
2638.287,3145.0766,254.5367,37.7596,296.2948,23691.0108,5258,4.4617,0.668,66.7929,1,34891,0.7325,3550.697,117316.7945,0.015434305412044602,1
3147.9774,1862.0776,248.0632,29.5357,84.9034,18260.3821,1298,3.3621,0.4769,24.2209,0,16580,0.1656,4026.2146,103266.3248,0.018854517863914844,1
132.145,345.4836,143.1222,3.7149,12.0429,16234.0156,5360,1.8026,0.271,66.784,0,9820,0.4661,822.8449,62625.8545,-0.04405674,-1
2116.0171,3997.0901,240.3019,32.5714,383.7281,50296.3076,8143,1.6515,0.7049,26.2986,1,3038,0.3212,2262.6661,126192.1097,-0.042034748,-1
440.3127,3864.9328,11.295,50.3122,29.5772,57274.9377,2790,1.5178,0.206,72.4249,1,32783,0.8284,2971.6484,130940.2068,-0.04798639,-1
2745.9131,337.2032,137.5058,93.2721,38.8387,54928.0897,9629,1.3829,0.8896,16.541,0,19987,0.5542,2264.5317,61901.2725,-0.013613548,-1
2518.3901,1714.2806,124.5093,69.5136,173.4262,25045.0015,2798,4.4092,0.7973,89.2329,0,32147,0.725,4330.2194,43892.535,-0.005628548,-1
2297.2799,1759.3795,220.8261,36.427,178.4924,852.4735,6865,1.3208,0.7459,86.233,0,33900,0.7468,2455.2505,150928.7162,-0.020912968,-1
1306.6529,112.9768,250.8221,68.8753,297.8606,29675.0763,9190,0.9348,0.5811,22.9465,1,12934,0.6746,1074.9355,158094.4339,-0.018401585,-1
527.7016,2632.5998,50.6837,97.0011,20.2725,55913.0559,5170,3.6098,0.437,66.8027,0,15421,0.1242,6138.4711,33080.8634,-0.047926478,-1
1724.0417,1785.0503,231.5236,15.3943,352.4249,18773.6271,1484,1.3381,0.5775,90.0649,0,8606,0.9512,6472.7523,20037.414,-0.006842466,-1
3919.8032,405.7379,85.9817,58.7944,11.3382,28055.1504,1974,1.8965,0.2411,11.4866,1,32487,0.7015,4806.5619,34768.961,-0.0256628,-1
3871.2746,211.7055,285.7053,24.1002,316.2483,6180.378,7881,2.3124,0.4519,83.0472,0,25918,0.7837,1538.2151,5012.8266,-0.054777525,-1
3564.086,3030.9865,42.287,82.3517,146.1542,58171.8939,8477,1.275,0.7436,56.4581,1,10889,0.1944,3300.8187,67798.9615,-0.007018229,-1
2222.9808,1520.1051,292.0084,87.1352,271.1703,18320.5915,9667,2.8659,0.83,29.0387,1,25618,0.0111,2455.1354,80932.8249,0.007654937,1
2062.099,3617.9847,114.9125,4.2805,196.0948,40504.5328,7380,0.3328,0.1699,5.2735,1,14466,0.4842,3718.2319,147778.5385,-0.010504599,-1
205.501,3063.0909,25.0095,6.4473,24.7881,11201.0224,1756,1.0601,0.8319,62.6044,1,6099,0.3038,4098.2804,28215.2964,-0.054958027,-1
2048.0899,316.222,180.4582,66.2215,248.7933,54854.2326,2711,3.4121,0.2725,32.6137,1,39458,0.5502,193.2712,60641.6523,-0.017051503,-1
1922.8041,1944.9472,55.2956,83.782,357.8859,51932.4004,9409,0.6002,0.5256,12.3275,0,21829,0.7995,424.7096,123586.9926,0.003240128,1
590.0032,275.7706,106.4074,61.466,28.2777,59372.0275,5948,2.0141,0.66,44.8802,1,22364,0.2477,8826.7195,54368.5771,-0.027495689,-1
1402.398,807.6938,184.0042,29.4942,223.5546,58169.2515,9840,1.3583,0.9853,46.0319,0,26336,0.0212,6431.135,23740.1877,-0.026624393,-1
2843.523,1465.7912,40.4452,41.5327,234.4679,17399.224,3072,2.0323,0.0004,53.6644,1,2980,0.6679,1548.9848,112926.0684,0.020298590614905576,1
3423.6092,73.1167,161.087,1.0719,38.6945,49586.6,8937,3.3636,0.5299,27.603,0,36417,0.3687,3602.4259,66510.4405,-0.03106629,-1
4080.8964,145.0826,51.2388,94.9116,86.39,35036.8477,7678,2.6231,0.8689,51.329,1,28158,0.9581,5456.9337,88873.2617,-0.038189825,-1
1561.2508,1665.9992,51.524,28.6973,380.7523,9495.6827,5111,2.9232,0.9975,16.1291,0,38326,0.0522,1784.2774,49506.159,-0.027214485,-1
2902.318,1720.2102,102.4781,75.5604,344.0471,20338.8424,3071,2.8102,0.3537,20.2268,0,20210,0.197,1155.5016,139700.5031,-0.015640058,-1
3955.8873,3609.0941,168.5143,61.5962,164.4161,49970.5706,3823,3.322,0.0556,58.824,1,9626,0.1023,3945.6978,95597.585,-0.012469657,-1
2932.9381,4148.9151,139.7112,77.134,195.9505,46664.7134,3873,3.4696,0.8895,91.7085,0,36182,0.5128,854.775,69461.1819,-0.032040897,-1
3683.6975,3356.4352,243.8667,22.83,152.7536,46876.2499,3759,0.6068,0.5713,32.2808,0,4989,0.5296,7262.8421,23617.1302,-0.014144717,-1
665.8172,2240.1268,101.3453,5.0691,240.2887,12476.8947,6585,2.8677,0.5172,32.6757,0,15838,0.9632,3631.5433,117438.6902,-0.004581089,-1
342.072,3553.6118,69.9503,3.5591,256.8371,19050.5836,9394,0.9506,0.0825,9.1688,0,39432,0.5831,3569.779,98044.2397,-0.037336663,-1
1081.2248,3684.4674,272.825,61.9184,358.7403,27178.9097,8814,3.718,0.7459,98.4492,0,26548,0.8017,1627.5919,125711.3071,-0.02082639,-1
561.0735,383.2747,109.1236,13.4842,146.6982,12219.1337,3329,2.3374,0.7076,13.8667,1,10023,0.3401,2718.9644,117816.6027,0.012581856273408354,1
745.9806,2315.1323,33.9119,10.4612,180.1706,44988.2133,4993,0.1471,0.0426,55.9153,1,28910,0.6015,7152.893,1425.1742,-0.039542681,-1
3729.4212,165.0398,159.8832,34.5952,10.0599,54282.9947,3135,3.7818,0.0107,54.4579,1,36867,0.8039,2030.6456,87119.6733,-0.047333729,-1
647.7812,4060.2182,243.1416,61.5992,66.0489,32851.1986,7856,3.6062,0.089,88.3561,0,5894,0.2902,5798.5328,37315.2457,-0.04439692,-1
3995.0438,589.0386,80.0728,80.8847,90,26361.8532,6757,2.974,0.6294,10.1556,1,41566,0.2038,3272.9049,150928.1514,-0.037341877,-1
2681.2497,1112.4985,270.471,39.6175,48.2085,58257.3981,3705,0.2922,0.9832,58.7825,1,5068,0.1322,6330.209,56646.5911,-0.042685535,-1
3500.7334,1294.6558,34.0739,10.0529,80.6893,20299.7183,5830,4.271,0.637,56.8993,0,5046,0.5209,5932.2431,30832.2064,-0.014246628,-1
452.8389,3422.6602,125.0501,41.5059,12.6151,25641.6409,3560,1.7681,0.9161,12.2743,1,2342,0.3364,6981.3202,11334.3993,-0.055363449,-1
3792.1401,1689.7419,142.1754,22.5848,36.8694,58041.0557,1263,3.8803,0.1054,54.065,0,24076,0.1326,3643.543,3735.6399,-0.045066517,-1
171.2322,236.0004,49.8706,7.2649,356.7607,4217.2001,9129,0.869,0.4454,56.1821,0,24236,0.7727,2083.9306,78435.1696,-0.018958595,-1
1579.4995,264.1962,197.821,82.0803,17.0859,44917.0879,3257,1.437,0.4519,70.389,0,37743,0.3069,8965.9911,15889.7207,-0.025723209,-1
3654.9445,582.7107,249.2058,65.2217,148.1507,3184.875,8675,0.4512,0.6946,29.1917,1,2597,0.5969,5163.2873,82522.9845,-0.030915583,-1
3639.1488,2136.7706,53.3039,68.6813,97.2246,41243.1116,9198,3.832,0.3409,60.8369,1,25094,0.8625,8515.8528,159315.9577,-0.026759074,-1
2737.0335,3462.9123,229.348,66.5255,349.2654,55536.4176,9407,4.3635,0.6744,11.0422,1,44605,0.2286,5996.0922,133808.9534,-0.050946632,-1
3046.9571,1856.6786,236.201,0.0244,220.0791,60599.2975,5145,2.8401,0.8815,15.6339,0,42601,0.9915,696.462,17454.7832,-0.057662644,-1
3591.3591,1891.9571,184.4909,90.2533,113.044,44433.4492,6881,4.2559,0.3567,9.6608,1,9161,0.8212,7850.1043,157639.3016,-0.022328762,-1
2132.309,2540.9176,162.6919,28.0133,203.4294,18721.1305,1821,1.3727,0.0167,49.1916,1,12304,0.0922,6457.1012,48287.684,0.007718043,1
2645.5015,3866.2541,104.409,48.4357,78.4917,28957.1996,2822,2.3251,0.4438,57.3783,0,41858,0.6324,3916.5695,41626.4038,0.011217470032254706,1
1877.8142,261.5747,276.2765,82.0634,288.6951,29231.5088,8787,1.5627,0.0895,54.5561,1,28636,0.8677,1534.7286,134720.1805,-0.022731453,-1
3527.4904,565.5528,269.8653,65.6812,220.9222,48317.875,9215,1.5471,0.6815,95.3885,1,4968,0.7914,8612.1624,76146.8895,-0.020884101,-1
2738.9183,3806.6354,87.7535,62.1586,363.4049,27152.2898,4934,1.8847,0.425,25.6146,1,2793,0.6997,6993.4684,3092.8495,-0.014266288,-1
3368.728,2923.7884,189.2318,41.7484,396.8404,31166.6715,9405,1.5942,0.7997,9.0666,1,43948,0.4541,5359.427,108461.0287,-0.009556285,-1
2098.4053,2678.6401,121.7528,26.744,342.498,32400.0902,8249,0.6764,0.3565,61.1594,0,295,0.8591,4884.4764,9874.4663,-0.009738131,-1
2762.5656,167.9479,246.3325,85.8451,152.6185,5898.8357,2318,2.5778,0.3843,99.881,1,29847,0.8034,8795.6675,106638.6088,-0.02890582,-1
3200.1872,230.6402,120.537,92.7373,301.5565,18614.5769,6047,3.0601,0.9232,14.7592,0,25445,0.8828,8789.2541,124974.5662,-0.024238194,-1
823.619,3128.2509,278.0449,11.7162,5.4424,32997.9718,5126,2.1753,0.5528,9.9121,1,42436,0.7511,3632.7344,119096.8615,-0.040389671,-1
3153.7357,2911.0828,258.4683,56.495,222.5025,33793.6348,1288,3.0519,0.5175,93.8088,0,23893,0.35,1119.9917,57426.8863,0.028662913621518238,1
322.8229,3274.0608,262.431,66.0059,284.126,3988.9439,2381,3.8841,0.5641,2.0594,1,41928,0.5103,8399.0648,29301.004,-0.054185186,-1
1342.4568,3109.3724,70.1327,71.6624,120.3756,34764.7982,6190,2.5657,0.0329,4.7247,0,13018,0.3547,4401.298,16089.5757,-0.009910446,-1
1564.4295,56.7097,149.6296,67.7687,144.6143,49478.912,6364,0.4118,0.0457,52.1718,0,5001,0.1954,2544.0951,61531.8559,-0.002262429,-1
1394.943,1560.6694,199.6998,68.5628,273.2837,31214.0213,7648,3.2914,0.8555,26.846,0,13618,0.6698,2131.3397,133961.3328,0.030246529384900356,1
2486.9648,1280.4128,68.3312,80.5693,292.5943,33520.6748,9679,2.5269,0.8689,46.5314,1,36915,0.8531,1538.1221,93383.82,0.010910682596124377,1
2665.9137,2377.5362,203.364,34.9949,213.1154,3305.814,5179,4.1017,0.848,68.4278,0,2948,0.0977,4225.2451,79327.5008,-0.011063439,-1
3715.3604,2323.8715,147.6512,47.4788,218.9829,24764.139,7062,1.8749,0.8976,8.9443,0,43464,0.6517,7871.653,119870.0393,0.000467963,1
333.4149,2193.9352,166.2912,45.4859,138.0547,3394.2522,6893,4.3731,0.6294,11.1305,1,33480,0.7757,855.8061,149117.4473,-0.027792878,-1
2060.2678,3640.4955,6.9219,71.6916,75.5837,18759.4419,3957,4.2634,0.2702,33.9199,0,39502,0.4554,3306.5093,77322.7361,-0.024545358,-1
997.4343,2091.4148,186.9832,65.136,343.3576,20931.5699,8382,2.7122,0.5238,40.0708,0,17191,0.8877,2975.5348,88999.9423,0.033862992,1
1203.679,1670.4871,194.7309,87.9161,352.1548,50802.3268,1439,3.827,0.9863,24.5852,0,13254,0.812,6671.8789,115594.2208,-0.022157978,-1
4053.9981,1717.0502,184.6189,29.924,230.9624,19294.3516,7190,4.5702,0.0045,17.5101,1,13247,0.6449,2858.9394,132290.3728,-0.017588414,-1
1692.0678,3529.8987,48.6593,34.1743,247.5153,2709.1509,3211,3.1737,0.6882,65.8338,1,10431,0.909,5684.8552,75648.3985,0.008028635,1
3377.5935,2399.1822,122.1874,80.4573,122.3014,52614.6787,9950,0.3122,0.8633,6.8373,1,33205,0.3034,8345.0047,117767.2053,-0.046158781,-1
0.1652,2161.5778,229.3636,89.0066,296.1804,2125.7778,8192,1.0642,0.8779,60.5001,0,10830,0.8966,6910.9583,101077.5321,-0.021927315,-1
4016.2928,1003.9365,111.9963,68.8875,72.4265,48458.3978,7922,0.7258,0.1007,59.5806,0,40867,0.3428,2169.3286,76844.7536,-0.041936207,-1
2558.3684,3105.48,75.3313,81.6521,287.6745,17368.2568,5615,2.6229,0.8174,61.4203,1,5547,0.8499,514.9101,16367.0321,0.010868963,1
770.2519,162.3784,169.9705,80.7876,58.3533,25277.0913,2763,3.8241,0.936,64.6124,0,8781,0.3259,7897.0907,23101.6899,-0.014773927,-1
113.3434,3612.2522,291.0083,80.2581,169.3365,18280.5342,8147,1.8713,0.1608,33.1553,1,7489,0.8747,6591.4824,124830.1715,-0.027551378,-1
1165.8562,4076.3949,219.1515,32.8439,219.1034,53152.1254,1360,2.2922,0.4438,72.9716,1,18716,0.5345,198.1408,9695.4984,-0.035147714,-1
2170.389,4117.8381,0.481,8.9811,196.0921,2334.1454,6738,4.6505,0.7703,72.8943,0,17987,0.5649,8524.9587,161504.308,-0.0493428,-1
1027.1271,3587.3169,156.124,40.8687,331.8148,23388.7425,9083,1.2208,0.0941,42.8392,0,33074,0.6131,8366.4098,135012.756,-0.009707976,-1
447.2955,1134.7498,221.1918,85.5186,264.2332,28170.1483,9120,4.6118,0.8669,61.8705,1,28767,0.0043,2824.1375,81836.462,-0.023166175,-1
3630.2987,1759.2731,82.1087,29.7339,385.4529,15751.1473,9934,2.8479,0.9083,18.3166,0,40606,0.545,8127.87,125436.2706,-0.045591723,-1
1444.9049,1907.2961,22.9575,86.2933,258.9037,45397.3601,2703,4.7706,0.1359,28.6456,0,18095,0.7272,665.0914,140686.8632,-0.01660776,-1
302.8791,1220.5082,186.4147,40.1582,277.4536,39801.0587,5547,1.677,0.5533,18.7968,0,33763,0.8414,1556.7273,110530.8226,0.020558767,1
2109.6084,2411.9788,41.0225,46.538,324.8037,35126.64,9927,0.4775,0.566,64.7725,0,21816,0.3284,2204.2288,17507.824,0.021608086,1
1438.6608,3393.6068,78.4192,97.1224,13.1793,37863.6667,6763,1.1189,0.7313,18.5386,1,20582,0.2067,991.1797,72044.8384,-0.032628986,-1
2955.392,3499.9529,188.9375,40.4832,257.1737,28930.0833,3286,2.301,0.527,0.4999,0,27502,0.2051,1798.9321,34233.6114,-0.002408856,-1
3688.4346,1309.9054,198.3064,57.1027,341.0839,38396.5076,5307,4.1891,0.2556,11.3176,1,43116,0.9187,4662.8295,38532.9146,-0.022418977,-1
1713.0385,347.7796,100.1038,54.7356,187.0924,53387.6771,1816,3.472,0.2924,65.313,1,16836,0.116,6103.1223,91932.8127,0.010365724845595448,1
213.2006,372.7283,11.4632,97.179,155.1389,2065.0689,9876,3.2963,0.1842,50.9354,1,39627,0.7795,8910.3918,33608.6343,-0.080632512,-1
3635.4663,695.7675,284.5025,80.7303,146.4374,442.1579,1563,1.0511,0.0777,93.7177,1,43458,0.8256,6885.9225,43667.0905,-0.075137771,-1
4107.8457,466.1535,11.4578,74.9028,238.5712,54803.9176,1579,1.4126,0.6212,99.9426,1,3261,0.7569,1992.2697,5332.0892,-0.045683339,-1
1483.8162,876.1853,200.6108,68.6652,0.3108,22568.5004,9486,1.3949,0.7369,83.5212,1,25804,0.3065,6051.8195,86984.532,0.001850095,1
1177.1369,1538.5769,218.9704,74.6945,15.0265,36286.5127,4239,1.3423,0.2254,23.8851,1,39318,0.198,2206.729,157774.411,-0.015422168,-1
3628.1933,1375.4062,287.6567,62.1448,195.6433,43814.8194,8142,1.4272,0.923,41.107,1,11709,0.6408,944.5472,114368.4671,0.010974637388737607,1
3565.6076,265.3309,245.4272,38.3977,48.6944,25178.9253,9034,0.2835,0.9539,6.6082,1,2054,0.6463,1511.6804,23066.3614,-0.032222144,-1
203.5336,2252.4808,64.2058,76.5519,339.3767,9593.8703,9628,1.5194,0.2939,54.9749,0,24310,0.6343,1691.3328,130007.8388,-0.017013932,-1
2317.2677,2120.4574,0.2137,87.0718,195.2383,10855.5666,6612,4.6329,0.396,8.0312,1,43793,0.3981,6624.4435,29012.0662,-0.034460738,-1
3345.7149,1467.0536,199.2091,15.0434,10.3752,42283.9365,8257,3.7569,0.9448,78.7352,0,25623,0.5444,5952.8135,155392.1562,-0.026305099,-1
1318.4933,2959.4813,105.4921,72.2557,351.6823,43143.2013,3464,0.2523,0.5592,49.6618,0,44964,0.5036,8125.9508,97773.3172,-0.015513431,-1
625.9876,2210.2834,273.4002,69.7653,136.9848,51723.1415,9428,3.7356,0.5144,46.958,1,26215,0.3359,8016.2285,53079.3043,-0.004605084,-1
2986.2125,687.1788,227.4746,77.0111,371.7723,8219.6935,9672,2.6124,0.6224,89.5096,1,31273,0.4317,6063.1457,143140.9637,-0.014723217,-1
2682.3942,1646.1378,24.183,91.033,258.9246,50705.0017,5412,0.3683,0.6226,64.0271,1,33783,0.8877,3137.3122,137992.4987,0.003640308,1
2949.7781,4052.5761,201.0797,36.8422,223.534,10019.2943,7858,2.8153,0.0765,27.1402,0,6047,0.89,2913.1473,5942.7751,-0.027013755,-1
4028.4646,2813.6259,19.194,7.358,129.1619,57922.4649,4307,1.0682,0.4406,9.9589,0,27570,0.485,3737.4373,92941.8111,-0.007786965,-1
2510.9267,445.029,247.2989,95.571,193.2002,20283.1929,2115,1.7473,0.0147,78.4516,1,31113,0.9582,5169.8505,59577.8277,-0.018455107,-1
1037.5328,1952.4703,57.0949,68.597,108.495,31148.3975,4395,3.5437,0.407,73.2628,0,3740,0.2082,4867.9953,136812.8369,-0.024718397,-1
3420.1161,298.9184,159.3928,1.0039,123.2085,43347.4038,6607,2.6105,0.4093,74.9143,1,6045,0.7658,6491.2574,28075.2711,-0.020018426,-1
2189.6708,1465.7072,65.9259,5.8666,306.1411,48516.6148,7882,1.3615,0.1348,55.7788,0,40334,0.5398,3183.7099,114869.7719,-0.012087697,-1
1648.1934,3797.1872,73.0877,45.1604,150.4302,4429.2779,1132,0.0503,0.1758,90.3725,1,26093,0.3777,6199.9798,143544.9957,-0.020608215,-1
121.8906,1446.7494,190.7001,17.9743,192.3663,39678.238,7549,1.8659,0.8119,24.4722,1,7771,0.7784,412.3124,21340.4466,-0.010715188,-1
891.6279,823.9728,204.647,84.9544,96.4658,55810.7846,9542,3.875,0.7987,16.7236,1,41636,0.1856,7896.8285,51854.041,-0.036929097,-1
3068.4223,223.1003,11.9681,94.0468,315.3988,44876.011,5614,2.1805,0.5445,17.1799,1,19132,0.3277,4931.4135,130414.8862,-0.021934525,-1
1774.7613,3839.793,273.9626,94.2422,34.0466,25283.3219,8933,3.1172,0.0803,13.4922,1,10482,0.9936,3948.9982,152070.9774,-0.031672212,-1
2628.6788,44.2664,138.1666,48.5104,43.3458,52360.6845,2235,3.2676,0.118,84.9837,1,5053,0.6449,189.0239,24425.4466,-0.048022775,-1
527.6253,1697.6286,244.6209,49.1128,11.1407,48329.2016,8173,1.1177,0.0192,39.5593,0,10445,0.3598,945.8281,75608.5187,-0.034332231,-1
101.2092,1763.5746,147.4279,63.1633,375.4635,19619.1895,3558,0.7392,0.6044,44.0485,1,33296,0.9764,7557.1634,12889.7253,-0.041472655,-1
494.4291,1547.3438,75.3497,74.6001,120.8625,3648.8269,1001,0.7016,0.0654,17.3688,1,18430,0.2016,6576.0553,140166.5394,-0.044700053,-1
299.2775,3215.8413,89.5319,18.6454,288.6069,57262.7777,9450,3.8978,0.9516,8.6722,1,32725,0.731,8529.2799,115800.9315,-0.039328617,-1
3166.6603,1687.3883,250.8557,17.7816,307.4526,3750.1985,6207,3.8289,0.2177,10.0217,0,41966,0.8698,1002.5715,49917.7307,-0.045253273,-1
1434.2086,1480.5578,200.8696,24.3047,103.4035,4590.62,4201,3.9018,0.6002,98.8755,1,30214,0.3503,7510.4885,78754.2224,-0.031002282,-1
4041.0874,817.1065,5.8456,97.725,272.6114,23634.8069,1141,3.3843,0.6239,37.5813,1,12756,0.4178,4569.5375,86587.0006,0.01295252,1
2495.744,2793.4639,41.9556,24.7944,312.6992,24825.5119,8985,0.9756,0.5626,80.4511,1,36327,0.3479,3828.505,62038.9371,0.027322321,1
1945.4877,2157.1032,68.1047,5.6339,23.2978,10264.0879,7953,4.498,0.5763,86.1147,1,31895,0.6843,3498.7916,79265.873,-0.016374077,-1
1539.0847,1559.1922,135.2703,26.8521,195.7314,15350.9927,3488,4.1858,0.5643,88.8181,0,15704,0.1651,1354.8501,24697.7718,-0.009399972,-1
2570.4405,934.6397,218.1688,36.8362,348.2547,46075.6701,5397,3.5542,0.5191,41.1859,1,23509,0.5169,1878.7781,20347.796,0.013657824766864335,1
1861.4232,2457.9104,48.8998,6.8277,25.2422,20831.8053,6740,2.8471,0.2322,93.7287,0,13316,0.8181,7496.6475,116144.9077,-0.031843344,-1
1322.2296,155.6212,79.8715,51.8656,26.9128,4304.182,1855,2.4937,0.9446,48.6316,1,7663,0.4043,7747.255,76999.7498,-0.050653278,-1
93.3448,3677.8318,77.3645,6.0583,208.7129,8745.4808,6766,1.8376,0.5785,79.3105,0,3643,0.9068,1800.9281,28571.4336,-0.036385485,-1
3162.2614,3802.5415,98.6811,23.2442,110.8772,18997.3528,2365,2.2282,0.928,61.7011,0,36575,0.4515,5782.006,12292.8843,0.000520717,1
2355.7259,652.9246,248.8571,80.1905,303.8302,36055.6284,6176,4.576,0.9925,69.7572,1,25927,0.4102,5335.1571,70256.6473,-0.02516335,-1
4118.2155,2702.2158,60.5555,67.3983,55.2422,4817.3853,1348,1.7205,0.0488,73.0837,0,5310,0.377,1296.9779,49105.3886,-0.065560342,-1
3547.6989,88.8812,271.8492,38.0217,11.3772,23038.1589,8155,2.9463,0.0206,88.8755,0,37538,0.8291,6411.8227,152050.9355,-0.052304728,-1
308.9326,861.1606,182.3084,13.5675,275.4824,20193.2453,8837,2.7255,0.0621,16.525,1,6151,0.8384,1686.6283,134363.4897,-0.007533944,-1
502.9809,116.6681,205.9157,95.0873,347.7009,51812.8391,2070,2.2273,0.7562,48.6169,1,26297,0.7634,965.2583,43554.109,-0.032578682,-1
3903.7461,1721.937,194.1415,21.3775,212.0667,23304.7765,3700,4.1982,0.5295,39.296,1,36477,0.2778,4155.5404,142506.7485,9.651778567981717e-05,1
2657.7058,3261.8297,208.5033,69.6537,360.2472,2446.444,5456,4.0031,0.4216,17.3493,0,5516,0.414,5120.1161,155104.2743,-0.036988224,-1
343.8606,337.8425,164.2386,49.3075,388.3062,54857.2049,9670,1.7191,0.5474,87.8256,0,39834,0.6957,4773.6902,99064.9579,-0.027483764,-1
625.3863,4158.9329,195.9841,70.1874,213.6805,17727.9811,4700,4.3161,0.3736,51.3835,0,24617,0.6573,3316.9817,121082.7299,0.019815583,1
2457.0685,600.7131,287.0646,82.9374,275.4799,52007.3701,4971,0.5252,0.6519,97.9967,1,29904,0.0275,3472.1076,58957.4167,-0.022573322,-1
3503.2685,2684.8039,267.855,80.8692,11.4296,16041.1714,7439,4.3869,0.6802,44.9169,0,42993,0.3759,8059.7033,20225.3377,-0.046750622,-1
3680.94,3881.8846,156.3614,86.5811,147.1647,40561.7934,6446,4.2478,0.339,82.7267,1,14168,0.9952,7422.8324,79219.1963,-0.026290957,-1
2559.8811,1551.4661,258.9083,5.2386,282.7754,47082.5452,3068,2.3751,0.0139,59.3217,0,35689,0.4167,5245.3161,47179.3161,-0.032817751,-1
190.8482,3969.11,216.0207,72.7946,36.8711,52124.0162,4422,0.0263,0.5915,69.9251,0,35838,0.3204,1987.4569,124949.3811,-0.050521443,-1
487.8728,486.9669,290.3063,94.378,203.5281,45731.3395,1659,4.2298,0.2981,41.6383,0,9637,0.0222,5457.2619,78259.5496,-0.015678527,-1
491.0175,1418.9033,169.2005,27.2778,115.9603,38401.7608,9942,0.6329,0.9595,44.5704,1,35450,0.2268,8764.7094,68744.0082,-0.004228275,-1
